name,line,voltage
GREENVILLE 1 1-GREENVILLE 1 0-i_946,"LINESTRING (-96.0904 33.1646730744551, -96.10840000000002 33.1646730744551",161.0
SYNDER 1-SYNDER 0-i_471,"LINESTRING (-100.735349 32.726423627522806, -100.729949 32.733237585622604",13.8
MOUNT PLEASANT 1 3-MOUNT PLEASANT 1 0-i_3184,"LINESTRING (-95.02910000000001 33.078880759025, -95.0237 33.085667648788416",18.0
CHANNELVIEW 1 2-CHANNELVIEW 1 1-i_2960,"LINESTRING (-95.09333 29.8061044515485, -95.09333 29.81360120655609",115.0
MARBLE FALLS 2 5-MARBLE FALLS 2 0-i_2044,"LINESTRING (-98.3186 30.530420989777507, -98.3132 30.549799646599485",13.8
MT. ENTERPRISE 1-MT. ENTERPRISE 0-i_3124,"LINESTRING (-94.583743 32.0117210377083, -94.601743 32.0117210377083",230.0
PASADENA 3 2-PASADENA 3 1-i_2835,"LINESTRING (-95.03140000000002 29.613737066041498, -95.03140000000002 29.619996382330505",115.0
POINT COMFORT 2 2-POINT COMFORT 2 1-i_2357,"LINESTRING (-96.50570000000002 28.67590892639741, -96.50570000000002 28.68538385629629",115.0
GRAHAM 1-GRAHAM 0-i_962,"LINESTRING (-98.5757 33.128370579972, -98.59369999999998 33.128370579972",161.0
HASKELL 2-HASKELL 1-i_291,"LINESTRING (-99.639589 33.110624136877504, -99.62878900000001 33.1166547754508",115.0
WADSWORTH 3-WADSWORTH 0-i_2449,"LINESTRING (-96.0355 28.781591002395697, -96.0301 28.788690098280515",13.8
THOMPSONS 4-THOMPSONS 0-i_2930,"LINESTRING (-95.62606 29.476218780013504, -95.6239 29.480292918965713",13.8
ANGLETON 1-ANGLETON 0-i_2803,"LINESTRING (-95.42848800000002 29.16863423160271, -95.43928800000002 29.16863423160271",115.0
BAYTOWN 3 4-BAYTOWN 3 0-i_2852,"LINESTRING (-94.992237 29.743202629355608, -94.99007700000001 29.751016643956905",13.2
NEW BRAUNFELS 1 4-NEW BRAUNFELS 1 0-i_2140,"LINESTRING (-98.01776 29.73063536424969, -98.01560000000002 29.73469923703731",22.0
LAPORTE 10-LAPORTE 0-i_2532,"LINESTRING (-95.05478700000002 29.712705935755206, -95.052627 29.724273977160806",13.8
FRANKLIN 3-FRANKLIN 2-i_3138,"LINESTRING (-96.46860000000001 31.158737879104606, -96.45060000000001 31.164898985917908",161.0
WHARTON 1 6-WHARTON 1 0-i_2876,"LINESTRING (-96.0557 29.265033736801307, -96.0503 29.2815201581002",24.0
PASADENA 1 2-PASADENA 1 1-i_2913,"LINESTRING (-95.203078 29.713328191541795, -95.19587800000001 29.72083189137611",115.0
STERLING CITY 2 2-STERLING CITY 2 0-i_469,"LINESTRING (-100.787789 31.93590609668371, -100.78238900000001 31.94583465260022",18.0
TRINIDAD 1 1-TRINIDAD 1 0-i_3196,"LINESTRING (-96.07967700000002 32.1184211563178, -96.090477 32.1184211563178",161.0
HOUSTON 4 1-HOUSTON 4 0-i_2667,"LINESTRING (-95.38095999999999 29.718546834432193, -95.38816 29.718546834432193",230.0
PEARSALL 2-PEARSALL 0-i_753,"LINESTRING (-99.07930000000002 28.910956786835612, -99.0739 28.92119813472441",20.0
SEGUIN 1 6-SEGUIN 1 0-i_1959,"LINESTRING (-97.968175 29.582725160287595, -97.96601500000001 29.5905516511325",13.8
DENTON 1 1-DENTON 1 0-i_1222,"LINESTRING (-97.09170000000002 33.1950900168082, -97.0989 33.1950900168082",161.0
SYNDER 2-SYNDER 0-i_472,"LINESTRING (-100.735349 32.72339503452461, -100.729949 32.733237585622604",13.8
HOUSTON 5 1-HOUSTON 5 0-i_2603,"LINESTRING (-95.5162 29.9392043515847, -95.5234 29.9392043515847",230.0
CLIFTON 1 1-CLIFTON 1 0-i_1038,"LINESTRING (-97.3631 31.85640550109459, -97.35770000000001 31.863285169870892",13.8
GRANBURY 2 5-GRANBURY 2 0-i_1557,"LINESTRING (-97.695516 32.391809232262695, -97.693356 32.40062438513922",18.0
LAPORTE 8-LAPORTE 0-i_2530,"LINESTRING (-95.05478700000002 29.7152072468607, -95.052627 29.724273977160806",13.8
GREENVILLE 1 2-GREENVILLE 1 0-i_947,"LINESTRING (-96.1138 33.148850423698306, -96.10840000000002 33.1646730744551",22.0
MISSION 1 4-MISSION 1 0-i_671,"LINESTRING (-98.3866 26.145807671045695, -98.38120000000002 26.175696438298097",24.0
BUCHANAN DAM 1 1-BUCHANAN DAM 1 0-i_462,"LINESTRING (-98.38182200000001 30.718446672987206, -98.376422 30.7254098931674",13.2
BAYTOWN 1 3-BAYTOWN 1 0-i_2707,"LINESTRING (-94.90886 29.66783125829779, -94.90670000000001 29.6718976727995",18.0
HOUSTON 5 2-HOUSTON 69 0-i_2620,"LINESTRING (-95.5162 29.93296495664351, -95.49245800000001 29.954738741390297",115.0
PALO PINTO 1 4-PALO PINTO 1 0-i_1568,"LINESTRING (-98.29770000000002 32.633091906071485, -98.29230000000001 32.65203807393819",13.8
PALO PINTO 1 1-PALO PINTO 1 0-i_1565,"LINESTRING (-98.27430000000001 32.65203807393819, -98.29230000000001 32.65203807393819",161.0
THOMPSONS 10-THOMPSONS 0-i_2936,"LINESTRING (-95.62606 29.468696862513887, -95.6239 29.480292918965713",13.8
CEDAR PARK 2-CEDAR PARK 1-i_1869,"LINESTRING (-97.81988 30.497745324081908, -97.81556 30.50146757711399",115.0
ALBANY 1 1-ALBANY 1 0-i_1548,"LINESTRING (-99.3868 32.76224555758349, -99.4048 32.76224555758349",230.0
GLEN ROSE 1 1-GLEN ROSE 1 0-i_1379,"LINESTRING (-97.749515 32.29227880069791, -97.767515 32.29227880069791",161.0
BREMOND 2-BREMOND 1-i_3202,"LINESTRING (-96.67343000000001 31.07650963202719, -96.67343000000001 31.085759152857804",115.0
CEDAR CREEK 1 5-CEDAR CREEK 1 0-i_2135,"LINESTRING (-97.54496000000002 30.136771594285992, -97.5428 30.143309487828606",13.8
POINT COMFORT 2 1-POINT COMFORT 2 0-i_2348,"LINESTRING (-96.50570000000002 28.68538385629629, -96.52370000000002 28.68538385629629",230.0
ROCKDALE 1 1-ROCKDALE 1 0-i_1849,"LINESTRING (-97.028032 30.55967127726221, -97.04603200000001 30.55967127726221",230.0
LEAGUE CITY 1-LEAGUE CITY 0-i_2395,"LINESTRING (-95.078667 29.501283438387105, -95.082987 29.501283438387105",115.0
GALVESTON 1 1-GALVESTON 1 0-i_2374,"LINESTRING (-94.75416800000002 29.304256556118613, -94.76496800000001 29.304256556118613",115.0
LEWSIVILLE 2-LEWSIVILLE 0-i_1573,"LINESTRING (-96.960546 33.010891794882205, -96.958386 33.017231133674",13.8
SARITA 3 1-SARITA 3 0-i_508,"LINESTRING (-97.48609999999998 27.0637885794484, -97.4969 27.0637885794484",20.0
ARLINGTON 1 6-ARLINGTON 1 0-i_980,"LINESTRING (-97.13705 32.7626818970566, -97.13488999999998 32.772671457267094",13.8
MCKINNEY 1 6-MCKINNEY 1 0-i_1431,"LINESTRING (-96.59662600000001 33.1557933842877, -96.594466 33.164533176213496",13.8
MT. ENTERPRISE 3-MT. ENTERPRISE 0-i_3125,"LINESTRING (-94.607143 32.00790522975309, -94.601743 32.0117210377083",13.8
MONAHANS 1 1-MONAHANS 1 0-i_80,"LINESTRING (-102.9219 31.564730860981797, -102.92730000000002 31.57776630436199",18.0
WICHITA FALLS 1 1-WICHITA FALLS 1 0-i_215,"LINESTRING (-98.4571 33.90732463442219, -98.4751 33.90732463442219",161.0
SAN MARCOS 2-SAN MARCOS 1-i_2069,"LINESTRING (-97.96184400000001 29.875167555813093, -97.957524 29.877664809171414",115.0
CYPRESS 1 2-CYPRESS 1 1-i_2699,"LINESTRING (-95.66512399999999 29.989044884309898, -95.66080400000001 29.995280759578108",115.0
PASADENA 2 3-PASADENA 2 0-i_2180,"LINESTRING (-95.171439 29.71818454962419, -95.169279 29.722248926690806",13.8
BRYSON 1 1-BRYSON 1 0-i_1281,"LINESTRING (-98.32906900000002 33.19977648884561, -98.34706899999999 33.19977648884561",161.0
HOUSTON 4 2-HOUSTON 4 1-i_2683,"LINESTRING (-95.38095999999999 29.709792264146415, -95.38095999999999 29.718546834432193",115.0
DALLAS 2 4-DALLAS 2 0-i_1459,"LINESTRING (-96.93076 32.713104880199, -96.92860000000002 32.72067704351759",13.8
SAN ANTONIO 37 2-SAN ANTONIO 37 1-i_2020,"LINESTRING (-98.56513100000001 29.494187974427106, -98.560811 29.499201386850604",115.0
GARLAND 1 1-GARLAND 1 0-i_1500,"LINESTRING (-96.56768500000001 32.85519770528371, -96.57200500000002 32.85519770528371",161.0
WHARTON 1 2-WHARTON 1 1-i_2879,"LINESTRING (-96.0323 29.26581886477861, -96.0323 29.2815201581002",115.0
SAN ANTONIO 52 1-SAN ANTONIO 52 0-i_1967,"LINESTRING (-98.878015 29.35474081914091, -98.882335 29.35474081914091",230.0
CORPUS CHRISTI 1 3-CORPUS CHRISTI 1 0-i_784,"LINESTRING (-97.45170000000002 27.803551233740407, -97.4463 27.813899999999997",13.8
PARIS 1 1-PARIS 1 0-i_274,"LINESTRING (-95.554 33.62480490119471, -95.57199999999999 33.62480490119471",161.0
SAN ANTONIO 1 2-SAN ANTONIO 1 1-i_1924,"LINESTRING (-98.32889999999999 29.41886597508869, -98.32889999999999 29.426391586690492",115.0
CUERO 1 6-CUERO 1 0-i_2113,"LINESTRING (-97.322036 29.100621673771613, -97.316636 29.123424464446497",13.8
BLACKWELL 1-BLACKWELL 0-i_324,"LINESTRING (-100.26500000000001 32.1790582643664, -100.2596 32.192007078000785",18.0
BRACKETTVILLE 2 1-BRACKETTVILLE 2 0-i_422,"LINESTRING (-100.205567 29.218228035189206, -100.200167 29.2284388980824",13.8
ARCHER 2 1-ARCHER 2 0-i_233,"LINESTRING (-98.57834400000002 33.48029558350581, -98.57294400000002 33.4870513323145",18.0
BAYTOWN 2 4-BAYTOWN 2 0-i_2384,"LINESTRING (-94.89686 29.766537714985414, -94.8947 29.770600132592996",13.8
TYLER 4 1-TYLER 4 0-i_3034,"LINESTRING (-95.280623 32.31585238389079, -95.291423 32.31585238389079",115.0
CYPRESS 1 2-CYPRESS 1 1-i_2700,"LINESTRING (-95.66512399999999 29.989044884309898, -95.66080400000001 29.995280759578108",115.0
COLUMBUS 1-COLUMBUS 0-i_2006,"LINESTRING (-96.40386 29.689724408088615, -96.41466 29.689724408088615",115.0
PEARSALL 7-PEARSALL 0-i_758,"LINESTRING (-99.07930000000002 28.895198892753402, -99.0739 28.92119813472441",20.0
RALLS 1 2-RALLS 1 1-i_259,"LINESTRING (-101.35400000000001 33.64612774620488, -101.35400000000001 33.6551180115106",161.0
FREEPORT 1 5-FREEPORT 1 0-i_2898,"LINESTRING (-95.3294 28.963665200993894, -95.324 28.97390134047749",13.8
PALO PINTO 1 2-PALO PINTO 1 0-i_1566,"LINESTRING (-98.29770000000002 32.639155116415594, -98.29230000000001 32.65203807393819",13.8
VICTORIA 2 1-VICTORIA 2 0-i_2297,"LINESTRING (-96.97399999999999 28.78198969280541, -96.992 28.78198969280541",230.0
GREGORY 5-GREGORY 0-i_633,"LINESTRING (-97.245817 27.8662189772609, -97.240417 27.882926070783",13.8
BASTROP 7-BASTROP 0-i_1602,"LINESTRING (-97.2582 30.11991352296321, -97.2528 30.1393735890793",13.8
LAPORTE 12-LAPORTE 0-i_2534,"LINESTRING (-95.05478700000002 29.71020456233079, -95.052627 29.724273977160806",13.8
SAN ANTONIO 2 2-SAN ANTONIO 2 1-i_1746,"LINESTRING (-98.5995 29.5813864574687, -98.5995 29.586395547977702",115.0
MARION 1 4-MARION 1 0-i_1782,"LINESTRING (-98.13686 29.616576135777205, -98.13470000000001 29.621896429536815",18.0
SUGAR LAND 3 1-SUGAR LAND 3 0-i_2276,"LINESTRING (-95.69944900000002 29.667501563415392, -95.703769 29.667501563415392",230.0
KATY 3 1-KATY 3 0-i_2919,"LINESTRING (-95.820931 29.738129322559097, -95.82525100000001 29.738129322559097",230.0
CHANNELVIEW 1 1-CHANNELVIEW 1 0-i_2946,"LINESTRING (-95.09333 29.81360120655609, -95.10053000000002 29.81360120655609",230.0
HOUSTON 6 2-HOUSTON 6 1-i_2975,"LINESTRING (-95.210789 29.813455483430392, -95.210789 29.819702359047994",115.0
DALLAS 3 1-DALLAS 3 0-i_1537,"LINESTRING (-96.66990900000002 32.707882695939915, -96.674229 32.707882695939915",161.0
PASADENA 1 4-PASADENA 1 0-i_2909,"LINESTRING (-95.205238 29.715516828601803, -95.203078 29.72083189137611",20.0
BRYAN 1 2-BRYAN 1 1-i_3206,"LINESTRING (-96.45 30.706224899113298, -96.43920000000001 30.71551025762",115.0
FRANKLIN 1-FRANKLIN 0-i_3133,"LINESTRING (-96.45060000000001 31.17413989490129, -96.46860000000001 31.17413989490129",230.0
NURSERY 2-NURSERY 1-i_2242,"LINESTRING (-97.099 28.878939637895215, -97.099 28.888396142184707",115.0
PEARSALL 6-PEARSALL 0-i_757,"LINESTRING (-99.07930000000002 28.898350662980615, -99.0739 28.92119813472441",20.0
HOUSTON 5 10-HOUSTON 5 0-i_2611,"LINESTRING (-95.52556 29.926413170872888, -95.5234 29.9392043515847",18.0
JAYTON 1-JAYTON 0-i_237,"LINESTRING (-100.48816700000002 32.9636812939513, -100.50616700000002 32.9636812939513",115.0
WHARTON 1 1-WHARTON 1 0-i_2872,"LINESTRING (-96.0323 29.2815201581002, -96.0503 29.2815201581002",230.0
SAN ANTONIO 2 5-SAN ANTONIO 2 0-i_1737,"LINESTRING (-98.60886 29.579821065701395, -98.6067 29.586395547977702",13.8
SUGAR LAND 2 1-SUGAR LAND 2 0-i_2511,"LINESTRING (-95.627376 29.564491004522885, -95.63169600000002 29.564491004522885",230.0
MISSOURI CITY 2 1-MISSOURI CITY 2 0-i_2661,"LINESTRING (-95.549508 29.47091068690631, -95.553828 29.47091068690631",115.0
BASTROP 5-BASTROP 0-i_1600,"LINESTRING (-97.2582 30.126141161460993, -97.2528 30.1393735890793",13.8
TEMPLE 1 1-TEMPLE 1 0-i_1408,"LINESTRING (-97.288422 31.049664812048306, -97.306422 31.049664812048306",161.0
ROCKDALE 1 2-ROCKDALE 1 1-i_1853,"LINESTRING (-97.028032 30.5503709504365, -97.028032 30.55967127726221",115.0
NURSERY 6-NURSERY 0-i_2238,"LINESTRING (-97.1224 28.86554144979861, -97.117 28.888396142184707",18.0
PASADENA 1 3-PASADENA 1 0-i_2908,"LINESTRING (-95.205238 29.71676745692711, -95.203078 29.72083189137611",20.0
THOMPSONS 2-THOMPSONS 1-i_2942,"LINESTRING (-95.6167 29.474024945058016, -95.6167 29.480292918965713",115.0
HASKELL 1-HASKELL 0-i_290,"LINESTRING (-99.62878900000001 33.1166547754508, -99.639589 33.1166547754508",115.0
FREEPORT 1 4-FREEPORT 1 0-i_2897,"LINESTRING (-95.3294 28.966814890199387, -95.324 28.97390134047749",13.8
GRANBURY 1 3-GRANBURY 1 0-i_1448,"LINESTRING (-97.719086 32.324333632451896, -97.713686 32.34030338183329",13.2
SEGUIN 1 4-SEGUIN 1 0-i_1957,"LINESTRING (-97.968175 29.585229703398298, -97.96601500000001 29.5905516511325",13.8
LAKE JACKSON 1-LAKE JACKSON 0-i_2883,"LINESTRING (-95.45424300000002 29.0441696229416, -95.465043 29.0441696229416",115.0
MT. ENTERPRISE 5-MT. ENTERPRISE 0-i_3127,"LINESTRING (-94.607143 32.001799606618185, -94.601743 32.0117210377083",13.8
GOLDTHWAITE 1 2-GOLDTHWAITE 1 1-i_1348,"LINESTRING (-98.430667 31.367965101353597, -98.430667 31.377186142184094",115.0
SILVER 1-SILVER 0-i_372,"LINESTRING (-100.65570000000001 32.043897182145, -100.6737 32.043897182145",115.0
AUSTIN 3 2-AUSTIN 3 1-i_1722,"LINESTRING (-97.784408 30.285963478461994, -97.784408 30.29093722253551",115.0
PASADENA 3 6-PASADENA 3 0-i_2832,"LINESTRING (-95.04076 29.613424090023408, -95.0386 29.619996382330505",13.8
LEANDER 1 1-LEANDER 1 0-i_1653,"LINESTRING (-97.899257 30.560071073585085, -97.903577 30.560071073585085",230.0
VICTORIA 2 2-VICTORIA 2 1-i_2301,"LINESTRING (-96.97399999999999 28.772523516131912, -96.97399999999999 28.78198969280541",115.0
FALCON HEIGHTS 1 3-FALCON HEIGHTS 1 0-i_607,"LINESTRING (-99.1606 26.53737229575089, -99.1552 26.551059519006003",13.8
HOUSTON 4 2-HOUSTON 4 1-i_2682,"LINESTRING (-95.38095999999999 29.709792264146415, -95.38095999999999 29.718546834432193",115.0
STERLING CITY 1 3-STERLING CITY 1 0-i_406,"LINESTRING (-100.9155 31.903945456230797, -100.9101 31.91998893462841",18.0
ALEDO 1 2-ALEDO 1 0-i_872,"LINESTRING (-97.50916000000001 32.7142394205182, -97.507 32.718176975589984",13.8
LAREDO 1 2-LAREDO 1 0-i_729,"LINESTRING (-99.49630000000002 27.553136129810902, -99.49090000000001 27.56031721101819",13.8
SARITA 3 1-SARITA 3 0-i_509,"LINESTRING (-97.48609999999998 27.0637885794484, -97.4969 27.0637885794484",20.0
DENTON 1 2-DENTON 1 0-i_1223,"LINESTRING (-97.10106 33.18996858231391, -97.0989 33.1950900168082",13.8
CORPUS CHRISTI 3 1-CORPUS CHRISTI 3 0-i_680,"LINESTRING (-97.2757 27.58087585581529, -97.2937 27.58087585581529",115.0
PASADENA 3 3-PASADENA 3 0-i_2829,"LINESTRING (-95.04076 29.617179738104713, -95.0386 29.619996382330505",13.8
NEW BRAUNFELS 1 2-NEW BRAUNFELS 1 1-i_2144,"LINESTRING (-98.0084 29.730947975693397, -98.0084 29.73469923703731",115.0
EL CAMPO 1-EL CAMPO 0-i_2363,"LINESTRING (-96.258985 29.206043524274207, -96.26978500000003 29.206043524274207",115.0
PFLUGERVILLE 2-PFLUGERVILLE 1-i_1691,"LINESTRING (-97.59026000000001 30.432326155775396, -97.58594 30.4360509097312",115.0
MARION 1 1-MARION 1 0-i_1780,"LINESTRING (-98.1275 29.621896429536815, -98.13470000000001 29.621896429536815",230.0
ROGERS 1-ROGERS 0-i_1544,"LINESTRING (-97.20542300000001 30.93400732785931, -97.216223 30.93400732785931",115.0
ODESSA 1 8-ODESSA 1 0-i_114,"LINESTRING (-102.3084 31.834183240019108, -102.3084 31.82500733984199",500.0
DALLAS 1 3-DALLAS 1 0-i_913,"LINESTRING (-96.63940400000001 32.6410327240271, -96.63724400000001 32.646186021553305",13.2
HOUSTON 4 3-HOUSTON 4 0-i_2669,"LINESTRING (-95.39032 29.715732948669206, -95.38816 29.718546834432193",13.8
BAYTOWN 1 7-BAYTOWN 1 0-i_2711,"LINESTRING (-94.90886 29.662826214754595, -94.90670000000001 29.6718976727995",18.0
CORPUS CHRISTI 3 2-CORPUS CHRISTI 3 0-i_682,"LINESTRING (-97.29909999999998 27.567313737588698, -97.2937 27.58087585581529",13.8
NOLAN 1-NOLAN 0-i_419,"LINESTRING (-100.09640000000002 32.2718209937277, -100.091 32.281713091443294",24.0
BRIDGEPORT 1-BRIDGEPORT 0-i_1516,"LINESTRING (-97.8848 33.1903748419846, -97.90280000000003 33.1903748419846",161.0
AUSTIN 27 1-AUSTIN 27 0-i_2055,"LINESTRING (-97.78878 30.20435503016379, -97.79310000000001 30.20435503016379",115.0
BRYAN 1 2-BRYAN 1 1-i_3205,"LINESTRING (-96.45 30.706224899113298, -96.43920000000001 30.71551025762",115.0
PASADENA 3 4-PASADENA 3 0-i_2830,"LINESTRING (-95.04076 29.615927870959286, -95.0386 29.619996382330505",13.8
MCKINNEY 1 1-MCKINNEY 1 0-i_1426,"LINESTRING (-96.587266 33.164533176213496, -96.594466 33.164533176213496",161.0
GRANBURY 1 4-GRANBURY 1 0-i_1449,"LINESTRING (-97.719086 32.32129145601041, -97.713686 32.34030338183329",13.2
DALLAS 1 5-DALLAS 1 0-i_915,"LINESTRING (-96.63940400000001 32.6386075401017, -96.63724400000001 32.646186021553305",13.2
HOUSTON 5 9-HOUSTON 5 0-i_2610,"LINESTRING (-95.52556 29.927661163320906, -95.5234 29.9392043515847",18.0
THOMPSONS 5-THOMPSONS 0-i_2931,"LINESTRING (-95.62606 29.4749651658525, -95.6239 29.480292918965713",13.8
MARLIN 1-MARLIN 0-i_1134,"LINESTRING (-96.79263900000001 31.19623533271911, -96.803439 31.19623533271911",115.0
WINGATE 2-WINGATE 0-i_397,"LINESTRING (-100.04452000000002 32.194985596652316, -100.03912000000001 32.20793214444782",13.8
KERRVILLE 1-KERRVILLE 0-i_294,"LINESTRING (-99.141439 30.0304677283368, -99.152239 30.0304677283368",115.0
WADSWORTH 4-WADSWORTH 0-i_2450,"LINESTRING (-96.0355 28.77843569355472, -96.0301 28.788690098280515",13.8
SNYDER 1 1-SNYDER 1 0-i_360,"LINESTRING (-100.9916 32.70752689988102, -100.98620000000001 32.71434230195669",22.0
SHERMAN 1 3-SHERMAN 1 0-i_263,"LINESTRING (-96.60529300000002 33.56682617169601, -96.599893 33.57657454698819",20.0
ARLINGTON 1 5-ARLINGTON 1 0-i_979,"LINESTRING (-97.13705 32.7638928125455, -97.13488999999998 32.772671457267094",13.8
MARION 1 2-MARION 1 1-i_1787,"LINESTRING (-98.1275 29.616889102008297, -98.1275 29.621896429536815",115.0
ODESSA 1 10-ODESSA 1 0-i_116,"LINESTRING (-102.2904 31.834183240019108, -102.3084 31.82500733984199",230.0
CORPUS CHRISTI 3 5-CORPUS CHRISTI 3 0-i_685,"LINESTRING (-97.29909999999998 27.557739468474, -97.2937 27.58087585581529",13.8
GRANBURY 2 1-GRANBURY 2 0-i_1553,"LINESTRING (-97.686156 32.40062438513922, -97.693356 32.40062438513922",161.0
EAGLE PASS 1-EAGLE PASS 0-i_522,"LINESTRING (-100.25528800000001 28.47006691240151, -100.26608800000001 28.47006691240151",115.0
FAIRFIELD 1 3-FAIRFIELD 1 0-i_3078,"LINESTRING (-96.1005 31.877708504757106, -96.09510000000002 31.884586583442704",18.0
RALLS 1 3-RALLS 1 0-i_257,"LINESTRING (-101.37740000000001 33.65137218175279, -101.37200000000001 33.6551180115106",18.0
NEW BRAUNFELS 1 3-NEW BRAUNFELS 1 0-i_2139,"LINESTRING (-98.01776 29.731885804180102, -98.01560000000002 29.73469923703731",22.0
GOLDTHWAITE 1 1-GOLDTHWAITE 1 0-i_1344,"LINESTRING (-98.430667 31.377186142184094, -98.448667 31.377186142184094",161.0
PASADENA 2 2-PASADENA 2 1-i_2188,"LINESTRING (-95.162079 29.715995970726297, -95.162079 29.722248926690806",115.0
WADSWORTH 2-WADSWORTH 1-i_2452,"LINESTRING (-96.0121 28.779224529713215, -96.0121 28.788690098280515",115.0
SAN ANTONIO 12 1-SAN ANTONIO 12 0-i_1703,"LINESTRING (-98.398171 29.58335747258072, -98.40249100000001 29.58335747258072",115.0
SAN ANTONIO 1 2-SAN ANTONIO 1 1-i_1923,"LINESTRING (-98.32889999999999 29.41886597508869, -98.32889999999999 29.426391586690492",115.0
WINCHESTER 1-WINCHESTER 0-i_1841,"LINESTRING (-96.95150000000001 30.031866816332393, -96.96949999999998 30.031866816332393",230.0
SARITA 2 1-SARITA 2 0-i_792,"LINESTRING (-97.5283 27.113291412381788, -97.53910000000002 27.113291412381788",13.8
SAN ANTONIO 1 1-SAN ANTONIO 1 0-i_1911,"LINESTRING (-98.32889999999999 29.426391586690492, -98.3361 29.426391586690492",230.0
DALLAS 1 6-DALLAS 1 0-i_916,"LINESTRING (-96.63940400000001 32.63739492348349, -96.63724400000001 32.646186021553305",13.2
HOUSTON 4 5-HOUSTON 4 0-i_2671,"LINESTRING (-95.39032 29.713231650661907, -95.38816 29.718546834432193",13.8
PEARSALL 5-PEARSALL 0-i_756,"LINESTRING (-99.07930000000002 28.901502337509, -99.0739 28.92119813472441",20.0
PARIS 2 1-PARIS 2 0-i_165,"LINESTRING (-95.52170000000001 33.69080949840439, -95.5397 33.69080949840439",161.0
PASADENA 3 2-PASADENA 3 1-i_2834,"LINESTRING (-95.03140000000002 29.613737066041498, -95.03140000000002 29.619996382330505",115.0
POINT COMFORT 2 4-POINT COMFORT 2 0-i_2350,"LINESTRING (-96.5291 28.67196078598021, -96.52370000000002 28.68538385629629",13.8
DALLAS 2 1-DALLAS 2 0-i_1455,"LINESTRING (-96.92139999999999 32.72067704351759, -96.92860000000002 32.72067704351759",161.0
HOUSTON 90 2-HOUSTON 90 1-i_2758,"LINESTRING (-95.6556 29.81999028611692, -95.65128000000001 29.824987491167203",115.0
MERKEL 1 1-MERKEL 1 0-i_435,"LINESTRING (-100.140986 32.3121361342405, -100.15898600000001 32.3121361342405",115.0
SAN ANTONIO 47 2-SAN ANTONIO 47 1-i_2160,"LINESTRING (-98.660316 29.49843979804509, -98.65599600000002 29.50094643004501",115.0
DALLAS 2 2-DALLAS 2 0-i_1457,"LINESTRING (-96.93076 32.7155280424052, -96.92860000000002 32.72067704351759",13.8
JACKSONVILLE 1 1-JACKSONVILLE 1 0-i_3168,"LINESTRING (-94.953834 31.933739848500522, -94.971834 31.933739848500522",230.0
WACO 1 1-WACO 1 0-i_1161,"LINESTRING (-97.06225399999998 31.469530192503402, -97.07305400000001 31.469530192503402",161.0
PASADENA 2 6-PASADENA 2 0-i_2183,"LINESTRING (-95.171439 29.714432670870917, -95.169279 29.722248926690806",13.8
GREGORY 2-GREGORY 0-i_630,"LINESTRING (-97.245817 27.875766203357006, -97.240417 27.882926070783",13.8
ELMENDORF 9-ELMENDORF 0-i_2088,"LINESTRING (-98.37746 29.241309020756596, -98.37530000000001 29.254187345212085",13.8
HOUSTON 4 8-HOUSTON 4 0-i_2674,"LINESTRING (-95.39032 29.709479586802807, -95.38816 29.718546834432193",13.8
FALCON HEIGHTS 1 2-FALCON HEIGHTS 1 0-i_606,"LINESTRING (-99.1606 26.540592965811413, -99.1552 26.551059519006003",13.8
AUSTIN 2 5-AUSTIN 2 0-i_2099,"LINESTRING (-97.60786 30.202021993886394, -97.60570000000001 30.207311104921697",13.8
PEARSALL 4-PEARSALL 0-i_755,"LINESTRING (-99.07930000000002 28.904653916332006, -99.0739 28.92119813472441",20.0
ARLINGTON 1 1-ARLINGTON 1 0-i_975,"LINESTRING (-97.12769 32.772671457267094, -97.13488999999998 32.772671457267094",161.0
ARLINGTON 1 1-ARLINGTON 1 0-i_974,"LINESTRING (-97.12769 32.772671457267094, -97.13488999999998 32.772671457267094",161.0
LAPORTE 6-LAPORTE 0-i_2528,"LINESTRING (-95.05478700000002 29.717708495644203, -95.052627 29.724273977160806",13.8
AUSTIN 1 1-AUSTIN 1 0-i_2169,"LINESTRING (-97.833946 30.394866861665406, -97.838266 30.394866861665406",230.0
CHANNELVIEW 1 8-CHANNELVIEW 1 0-i_2953,"LINESTRING (-95.10269000000001 29.804542556854592, -95.10053000000002 29.81360120655609",18.0
PARIS 1 2-PARIS 1 0-i_275,"LINESTRING (-95.57739999999998 33.6150619758586, -95.57199999999999 33.62480490119471",13.8
ARLINGTON 1 4-ARLINGTON 1 0-i_978,"LINESTRING (-97.13705 32.76510371156449, -97.13488999999998 32.772671457267094",13.8
SAN ANTONIO 32 1-SAN ANTONIO 32 0-i_2125,"LINESTRING (-98.517303 29.419895426275307, -98.521623 29.419895426275307",115.0
MONT BELVIEU 1-MONT BELVIEU 0-i_2844,"LINESTRING (-94.9053 29.822201421517615, -94.9125 29.822201421517615",115.0
POOLVILLE 1-POOLVILLE 0-i_1292,"LINESTRING (-97.8743 33.05226535834791, -97.89230000000002 33.05226535834791",161.0
ALEDO 1 1-ALEDO 1 0-i_870,"LINESTRING (-97.49980000000001 32.718176975589984, -97.507 32.718176975589984",161.0
